code,term,dmd_id,dmd_type,bnf_code
624411000001104,Phenytoin sodium 100mg tablets,624411000001104,AMP,0408010Q0AAAGAG
30764211000001106,Phenytoin sodium 100mg tablets,30764211000001106,AMP,0408010Q0AAAGAG
30845611000001102,Phenytoin sodium 100mg tablets,30845611000001102,AMP,0408010Q0AAAGAG
399711000001109,Phenytoin sodium 100mg tablets,399711000001109,AMP,0408010Q0AAAGAG
37127311000001103,Phenytoin sodium 100mg tablets,37127311000001103,AMP,0408010Q0AAAGAG
39186811000001109,Phenytoin sodium 100mg tablets,39186811000001109,AMP,0408010Q0AAAGAG
21025111000001104,Phenytoin sodium 100mg tablets,21025111000001104,AMP,0408010Q0AAAGAG
17878111000001105,Phenytoin sodium 100mg tablets,17878111000001105,AMP,0408010Q0AAAGAG
15171811000001102,Phenytoin sodium 100mg tablets,15171811000001102,AMP,0408010Q0AAAGAG
55611000001105,Phenytoin sodium 100mg tablets,55611000001105,AMP,0408010Q0AAAGAG
607111000001109,Phenytoin sodium 100mg tablets,607111000001109,AMP,0408010Q0AAAGAG
21846811000001101,Phenytoin sodium 100mg tablets,21846811000001101,AMP,0408010Q0AAAGAG
14770211000001106,Phenytoin sodium 100mg tablets,14770211000001106,AMP,0408010Q0AAAGAG
42134611000001101,Phenytoin sodium 50mg capsules,42134611000001101,VMP,0408010Q0AAAPAP
21375111000001104,Phenytoin sodium 50mg capsules,21375111000001104,AMP,0408010Q0AAAPAP
21349211000001109,Phenytoin sodium 50mg capsules,21349211000001109,AMP,0408010Q0AAAPAP
21200711000001105,Phenytoin sodium 50mg capsules,21200711000001105,AMP,0408010Q0AAAPAP
43154611000001109,Phenytoin sodium 50mg capsules,43154611000001109,AMP,0408010Q0AAAPAP
42134511000001100,Phenytoin sodium 300mg capsules,42134511000001100,VMP,0408010Q0AAAQAQ
21375511000001108,Phenytoin sodium 300mg capsules,21375511000001108,AMP,0408010Q0AAAQAQ
21349711000001102,Phenytoin sodium 300mg capsules,21349711000001102,AMP,0408010Q0AAAQAQ
21201111000001103,Phenytoin sodium 300mg capsules,21201111000001103,AMP,0408010Q0AAAQAQ
43154411000001106,Phenytoin sodium 300mg capsules,43154411000001106,AMP,0408010Q0AAAQAQ
13041211000001104,Phenytoin sodium 84mg/5ml oral solution,13041211000001104,VMP,0408010Q0AAAVAV
13041311000001107,Phenytoin sodium 84mg/5ml oral suspension,13041311000001107,VMP,0408010Q0AAAVAV
13027111000001100,Phenytoin sodium 84mg/5ml oral solution,13027111000001100,AMP,0408010Q0AAAVAV
13026511000001107,Phenytoin sodium 84mg/5ml oral suspension,13026511000001107,AMP,0408010Q0AAAVAV
13041011000001109,Phenytoin sodium 50mg/5ml oral solution,13041011000001109,VMP,0408010Q0AAAXAX
13041111000001105,Phenytoin sodium 50mg/5ml oral suspension,13041111000001105,VMP,0408010Q0AAAXAX
13025911000001107,Phenytoin sodium 50mg/5ml oral solution,13025911000001107,AMP,0408010Q0AAAXAX
13025311000001106,Phenytoin sodium 50mg/5ml oral suspension,13025311000001106,AMP,0408010Q0AAAXAX
14016411000001103,Phenytoin sodium 400mg/5ml oral solution,14016411000001103,VMP,0408010Q0AAAZAZ
14016511000001104,Phenytoin sodium 400mg/5ml oral suspension,14016511000001104,VMP,0408010Q0AAAZAZ
13977011000001107,Phenytoin sodium 400mg/5ml oral solution,13977011000001107,AMP,0408010Q0AAAZAZ
13977311000001105,Phenytoin sodium 400mg/5ml oral suspension,13977311000001105,AMP,0408010Q0AAAZAZ
18520411000001108,Phenytoin sodium 54mg/5ml oral suspension,18520411000001108,VMP,0408010Q0AABABA
18514811000001107,Phenytoin sodium 54mg/5ml oral suspension,18514811000001107,AMP,0408010Q0AABABA
199911000001103,Epanutin 25mg capsules,199911000001103,AMP,0408010Q0BBACAD
208611000001100,Epanutin 50mg capsules,208611000001100,AMP,0408010Q0BBADAP
725911000001101,Epanutin 100mg capsules,725911000001101,AMP,0408010Q0BBAEAA
198711000001109,Epanutin 300mg capsules,198711000001109,AMP,0408010Q0BBAFAQ
42134111000001109,Phenytoin 30mg/5ml oral suspension,42134111000001109,VMP,0408010Z0AAAAAA
42134211000001103,Phenytoin 50mg chewable tablets,42134211000001103,VMP,0408010Z0AAACAC
37322111000001107,Phenytoin 50mg chewable tablets,37322111000001107,AMP,0408010Z0AAACAC
8817911000001105,Phenytoin 90mg/5ml oral suspension,8817911000001105,VMP,0408010Z0AAALAL
8814411000001107,Phenytoin 90mg/5ml oral suspension,8814411000001107,AMP,0408010Z0AAALAL
15632911000001103,Phenytoin 300mg/5ml oral solution,15632911000001103,VMP,0408010Z0AABHBH
15633011000001106,Phenytoin 300mg/5ml oral suspension,15633011000001106,VMP,0408010Z0AABHBH
15621611000001101,Phenytoin 300mg/5ml oral solution,15621611000001101,AMP,0408010Z0AABHBH
15621911000001107,Phenytoin 300mg/5ml oral suspension,15621911000001107,AMP,0408010Z0AABHBH
13893911000001100,Phenytoin 90mg/5ml oral solution,13893911000001100,VMP,0408010Z0AABIBI
13891811000001106,Phenytoin 90mg/5ml oral solution,13891811000001106,AMP,0408010Z0AABIBI
185711000001101,Epanutin 30mg/5ml oral suspension,185711000001101,AMP,0408010Z0BBAAAA
251711000001106,Epanutin Infatabs 50mg chewable tablets,251711000001106,AMP,0408010Z0BBABAC
37322611000001104,Dilantin Infatabs 50mg chewable tablets,37322611000001104,AMP,0408010Z0BCAAAC
40119811000001104,Dilantin-30 suspension,40119811000001104,AMP,0408010Z0BCABAA
322930009,VMP previous to 42134211000001103,322930009,VMP,0408010Z0AAACAC
322931008,VMP previous to 42134111000001109,322931008,VMP,0408010Z0AAAAAA
322933006,VMP previous to 42134711000001105,322933006,VMP,0408010Q0AAAFAF
322934000,VMP previous to 42134311000001106,322934000,VMP,0408010Q0AAAGAG
322942004,VMP previous to 42134511000001100,322942004,VMP,0408010Q0AAAQAQ
322943009,VMP previous to 42134411000001104,322943009,VMP,0408010Q0AAADAD
322944003,VMP previous to 42134611000001101,322944003,VMP,0408010Q0AAAPAP
322945002,VMP previous to 39025611000001101,322945002,VMP,0408010Q0AAAAAA
